symbol,company_name,sector
MCB,Metropolitan Bank Holding Corp. Common Stock,Financial Services
MCD,McDonald's Corporation Common Stock,Consumer Cyclical
MCI,Barings Corporate Investors Common Stock,Financial Services
MCK,McKesson Corporation Common Stock,Healthcare
MCN,XAI Madison Equity Premium Income Fund Common Shares,Financial Services
MCO,Moody's Corporation Common Stock,Financial Services
MCR,MFS Charter Income Trust Common Stock,Financial Services
MCS,Marcus Corporation (The) Common Stock,Communication Services
MCY,Mercury General Corporation Common Stock,Financial Services
MD,"Pediatrix Medical Group, Inc. Common Stock",Healthcare
MDST,Ultimus Managers Trust Westwood Salient Enhanced Midstream Income ETF,Unknown
MDT,Medtronic plc. Ordinary Shares,Healthcare
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",Industrials
MDV,"Modiv Industrial, Inc. Class C Common Stock",Real Estate
MEC,"Mayville Engineering Company, Inc. Common Stock",Industrials
MED,MEDIFAST INC Common Stock,Consumer Cyclical
MEG,"Montrose Environmental Group, Inc. Common Stock",Industrials
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,Financial Services
MEI,"Methode Electronics, Inc. Common Stock",Technology
MET,"MetLife, Inc. Common Stock",Financial Services
MFA,"MFA Financial, Inc.",Real Estate
MFAN,"MFA Financial, Inc. 8.875% Senior Notes due 2029",Unknown
MFAO,"MFA Financial, Inc. 9.000% Senior Notes due 2029",Unknown
MFC,Manulife Financial Corporation Common Stock,Financial Services
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",Financial Services
MFM,MFS Municipal Income Trust Common Stock,Financial Services
MFSB,MFS Active Exchange Traded Funds Trust MFS Active Core Plus Bond ETF,Unknown
MFSG,MFS Active Exchange Traded Funds Trust MFS Active Growth ETF,Unknown
MFSI,MFS Active Exchange Traded Funds Trust MFS Active International ETF,Unknown
MFSM,MFS Active Exchange Traded Funds Trust MFS Active Intermediate Muni Bond ETF,Unknown
MFSV,MFS Active Exchange Traded Funds Trust MFS Active Value ETF,Unknown
MG,Mistras Group Inc Common Stock,Industrials
MGA,"Magna International, Inc. Common Stock",Consumer Cyclical
MGF,MFS Government Markets Income Trust Common Stock,Financial Services
MGM,MGM Resorts International Common Stock,Consumer Cyclical
MGR,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",Unknown
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",Unknown
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",Unknown
MGRE,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",Unknown
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",Financial Services
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",Financial Services
MHI,"Pioneer Municipal High Income Fund, Inc.",Financial Services
MHK,"Mohawk Industries, Inc. Common Stock",Consumer Cyclical
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",Unknown
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",Financial Services
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",Unknown
MHO,"M/I Homes, Inc. Common Stock",Consumer Cyclical
MIN,MFS Intermediate Income Trust Common Stock,Financial Services
MIO,"Pioneer Municipal High Income Opportunities Fund, Inc. Common Stock",Financial Services
MIR,"Mirion Technologies, Inc. Class A Common Stock",Industrials
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",Unknown
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",Unknown
MITT,"AG Mortgage Investment Trust, Inc. Common Stock",Real Estate
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",Financial Services
MKC,"McCormick & Company, Incorporated Common Stock",Consumer Defensive
MKL,Markel Group Inc. Common Stock,Financial Services
MLI,"Mueller Industries, Inc. Common Stock",Industrials
MLM,"Martin Marietta Materials, Inc. Common Stock",Basic Materials
MLNK,"MeridianLink, Inc. Common Stock",Technology
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",Real Estate
MLR,"Miller Industries, Inc. Common Stock",Consumer Cyclical
MMC,"Marsh & McLennan Companies, Inc. Common Stock",Financial Services
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,Financial Services
MMI,"Marcus & Millichap, Inc. Common Stock",Real Estate
MMKT,Texas Capital Funds Trust Texas Capital Government Money Market ETF,Unknown
MMM,3M Company Common Stock,Industrials
MMS,"Maximus, Inc. Common Stock",Industrials
MMT,MFS Multimarket Income Trust Common Stock,Financial Services
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",Financial Services
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,Energy
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",Consumer Cyclical
MNTN,"MNTN, Inc. Class A Common Stock",Technology
MO,"Altria Group, Inc.",Consumer Defensive
MOD,Modine Manufacturing Company Common Stock,Consumer Cyclical
MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Cyclical
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),Consumer Cyclical
MOH,Molina Healthcare Inc Common Stock,Healthcare
MOS,Mosaic Company (The) Common Stock,Basic Materials
MOV,Movado Group Inc. Common Stock,Consumer Cyclical
MP,MP Materials Corp. Common Stock,Basic Materials
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Financial Services
MPC,Marathon Petroleum Corporation Common Stock,Energy
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy
MPV,Barings Participation Investors Common Stock,Financial Services
MPW,"Medical Properties Trust, Inc. common stock",Real Estate
MPX,Marine Products Corporation Common Stock,Consumer Cyclical
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",Financial Services
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",Financial Services
MRC,MRC Global Inc. Common Stock,Energy
MRK,"Merck & Company, Inc. Common Stock (new)",Healthcare
MRP,"Millrose Properties, Inc. Class A Common Stock",Real Estate
MS,Morgan Stanley Common Stock,Financial Services
MSA,MSA Safety Incorporated Common Stock,Industrials
MSB,Mesabi Trust Common Stock,Basic Materials
MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",Consumer Cyclical
MSCI,MSCI Inc. Common Stock,Financial Services
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",Financial Services
MSDL,Morgan Stanley Direct Lending Fund Common Stock,Financial Services
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Cyclical
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Communication Services
MSI,"Motorola Solutions, Inc. Common Stock",Technology
MSIF,"MSC Income Fund, Inc. Common Stock",Financial Services
MSM,"MSC Industrial Direct Company, Inc. Common Stock",Industrials
MT,Arcelor Mittal NY Registry Shares NEW,Basic Materials
MTAL,MAC Copper Limited Ordinary Shares,Basic Materials
MTB,M&T Bank Corporation Common Stock,Financial Services
MTD,Mettler,Healthcare
MTDR,Matador Resources Company Common Stock,Energy
MTG,MGIC Investment Corporation Common Stock,Financial Services
MTH,Meritage Homes Corporation Common Stock,Consumer Cyclical
MTN,"Vail Resorts, Inc. Common Stock",Consumer Cyclical
MTR,Mesa Royalty Trust Common Stock,Energy
MTRN,Materion Corporation,Basic Materials
MTUS,Metallus Inc. Common Shares,Basic Materials
MTW,"Manitowoc Company, Inc. (The) Common Stock",Industrials
MTX,Minerals Technologies Inc. Common Stock,Basic Materials
MTZ,"MasTec, Inc. Common Stock",Industrials
MUA,"Blackrock MuniAssets Fund, Inc Common Stock",Financial Services
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",Financial Services
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",Financial Services
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",Financial Services
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",Financial Services
MUR,Murphy Oil Corporation Common Stock,Energy
MUSA,Murphy USA Inc. Common Stock,Consumer Cyclical
MUSE,TCW Multisector Credit Income ETF,Unknown
MUX,McEwen Mining Inc. Common Stock,Basic Materials
MVF,"Blackrock MuniVest Fund, Inc. Common Stock",Financial Services
MVO,MV Oil Trust Units of Beneficial Interests,Energy
MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock",Financial Services
MWA,MUELLER WATER PRODUCTS Common Stock,Industrials
MX,Magnachip Semiconductor Corporation Common Stock,Technology
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",Financial Services
MXF,"Mexico Fund, Inc. (The) Common Stock",Financial Services
MYD,"Blackrock MuniYield Fund, Inc.  Common Stock",Financial Services
MYE,"Myers Industries, Inc. Common Stock",Consumer Cyclical
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",Financial Services
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",Financial Services
NABL,N,Technology
NAC,Nuveen California Quality Municipal Income Fund,Financial Services
NAD,Nuveen Quality Municipal Income Fund Common Stock,Financial Services
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Financial Services
NAT,Nordic American Tankers Limited Common Stock,Energy
NATL,NCR Atleos Corporation Common Stock,Technology
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Financial Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Financial Services
NBHC,National Bank Holdings Corporation Common Stock,Financial Services
NBR,Nabors Industries Ltd.,Energy
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,Financial Services
NC,"NACCO Industries, Inc. Common Stock",Energy
NCA,Nuveen California Municipal Value Fund,Financial Services
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,Financial Services
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Consumer Cyclical
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,Financial Services
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,Financial Services
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,Financial Services
NE,Noble Corporation plc A Ordinary Shares,Energy
NEA,Nuveen AMT,Financial Services
NEE,"NextEra Energy, Inc. Common Stock",Utilities
NEM,Newmont Corporation,Basic Materials
NET,"Cloudflare, Inc. Class A Common Stock",Technology
NEU,NewMarket Corp Common Stock,Basic Materials
NEUE,"NeueHealth, Inc. Common Stock",Healthcare
NEXA,Nexa Resources S.A. Common Shares,Basic Materials
NFG,National Fuel Gas Company Common Stock,Energy
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest",Financial Services
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",Utilities
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Energy
NGS,"Natural Gas Services Group, Inc. Common Stock",Energy
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",Consumer Defensive
NGVT,Ingevity Corporation Common Stock ,Basic Materials
NHI,"National Health Investors, Inc. Common Stock",Real Estate
NI,NiSource Inc Common Stock,Utilities
NIC,Nicolet Bankshares Inc. Common Stock,Financial Services
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,Financial Services
NIM,Nuveen Select Maturities Municipal Fund Common Stock,Financial Services
NINE,"Nine Energy Service, Inc. Common Stock",Energy
NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",Consumer Cyclical
NJR,NewJersey Resources Corporation Common Stock,Utilities
NKE,"Nike, Inc. Common Stock",Consumer Cyclical
NKX,Nuveen California AMT,Financial Services
NL,"NL Industries, Inc. Common Stock",Industrials
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,Real Estate
NLY,Annaly Capital Management Inc. Common Stock,Real Estate
NMAI,Nuveen Multi,Financial Services
NMAX,"Newsmax, Inc. Class B Common Stock",Communication Services
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,Financial Services
NMG,Nouveau Monde Graphite Inc. Common Shares,Basic Materials
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",Financial Services
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Industrials
NMR,Nomura Holdings Inc ADR American Depositary Shares,Financial Services
NMS,Nuveen Minnesota Quality Municipal Income Fund ,Financial Services
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,Financial Services
NMZ,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",Financial Services
NNI,"Nelnet, Inc. Common Stock",Financial Services
NNN,"NNN REIT, Inc. Common Stock",Real Estate
NNY,Nuveen New York Municipal Value Fund Common Stock,Financial Services
NOA,North American Construction Group Ltd. Common Shares (no par),Energy
NOAH,Noah Holdings Limited American Depositary Shares,Financial Services
NOC,Northrop Grumman Corporation Common Stock,Industrials
NOG,"Northern Oil and Gas, Inc. Common Stock",Energy
NOK,Nokia Corporation Sponsored American Depositary Shares,Technology
NOM,Nuveen Missouri Quality Municipal Income Fund ,Financial Services
NOMD,Nomad Foods Limited Ordinary Shares,Consumer Defensive
NOTE,"FiscalNote Holdings, Inc. Class A common stock",Technology
NOV,NOV Inc. Common Stock,Energy
NOW,"ServiceNow, Inc. Common Stock",Technology
NPB,"Northpointe Bancshares, Inc. Common Stock",Financial Services
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,Financial Services
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,Financial Services
NPK,"National Presto Industries, Inc. Common Stock",Industrials
NPKI,NPK International Inc. Common Stock,Energy
NPO,Enpro Inc. Common Stock,Industrials
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,Financial Services
NPWR,NET Power Inc. Class A Common Stock,Industrials
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,Financial Services
NRDY,Nerdy Inc. Class A Common Stock,Technology
NREF,"NexPoint Real Estate Finance, Inc. Common Stock",Real Estate
NRG,"NRG Energy, Inc. Common Stock",Utilities
NRGV,"Energy Vault Holdings, Inc. Common Stock",Utilities
NRK,Nuveen New York AMT,Financial Services
NRP,Natural Resource Partners LP Limited Partnership,Energy
NRT,North European Oil Royality Trust Common Stock,Energy
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),Unknown
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Real Estate
NSC,Norfolk Southern Corporation Common Stock,Industrials
NSP,"Insperity, Inc. Common Stock",Industrials
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Financial Services
NTR,Nutrien Ltd. Common Shares,Basic Materials
NTST,NetSTREIT Corp. Common Stock,Real Estate
NTZ,"Natuzzi, S.p.A.",Consumer Cyclical
NU,Nu Holdings Ltd. Class A Ordinary Shares,Financial Services
NUE,Nucor Corporation Common Stock,Basic Materials
NUS,"Nu Skin Enterprises, Inc. Common Stock",Consumer Defensive
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock",Financial Services
NUVB,Nuvation Bio Inc. Class A Common Stock,Healthcare
NUW,Nuveen AMT,Financial Services
NVG,Nuveen AMT,Financial Services
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Energy
NVO,Novo Nordisk A/S Common Stock,Healthcare
NVR,"NVR, Inc. Common Stock",Consumer Cyclical
NVRI,Enviri Corporation Common Stock,Industrials
NVS,Novartis AG Common Stock,Healthcare
NVST,Envista Holdings Corporation Common Stock,Healthcare
NVT,nVent Electric plc Ordinary Shares ,Industrials
NWG,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",Financial Services
NWN,Northwest Natural Holding Company Common Stock,Utilities
NX,Quanex Building Products Corporation Common Stock,Industrials
NXC,Nuveen California Select Tax,Financial Services
NXDT,NexPoint Diversified Real Estate Trust Common Stock,Real Estate
NXE,Nexgen Energy Ltd. Common Shares,Energy
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,Financial Services
NXJ,Nuveen New Jersey Qualified Municipal Fund ,Financial Services
NXN,Nuveen New York Select Tax,Financial Services
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,Financial Services
NXRT,"NexPoint Residential Trust, Inc. Common Stock",Real Estate
NYC,American Strategic Investment Co. Class A Common Stock,Real Estate
NYT,New York Times Company (The) Common Stock,Communication Services
NZF,Nuveen Municipal Credit Income Fund ,Financial Services
O,Realty Income Corporation Common Stock,Real Estate
OBDC,Blue Owl Capital Corporation Common Stock,Financial Services
OBK,"Origin Bancorp, Inc. Common Stock",Financial Services
OC,Owens Corning Inc Common Stock New,Industrials
OCFT,"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares",Technology
ODC,Oil,Basic Materials
ODV,Osisko Development Corp. Common Shares,Basic Materials
OEC,Orion S.A. Common Shares,Basic Materials
OFG,OFG Bancorp Common Stock,Financial Services
OGE,OGE Energy Corp Common Stock,Utilities
OGN,Organon & Co. Common Stock ,Healthcare
OGS,"ONE Gas, Inc. Common Stock",Utilities
OHI,"Omega Healthcare Investors, Inc. Common Stock",Real Estate
OI,O,Consumer Cyclical
OIA,Invesco Municipal Income Opportunities Trust Common Stock,Financial Services
OII,"Oceaneering International, Inc. Common Stock",Energy
OIS,"Oil States International, Inc. Common Stock",Energy
OKE,"ONEOK, Inc. Common Stock",Energy
OKLO,Oklo Inc. Class A common stock,Utilities
OLN,Olin Corporation Common Stock,Basic Materials
OLO,Olo Inc. Class A Common Stock,Technology
OLP,"One Liberty Properties, Inc. Common Stock",Real Estate
OMC,Omnicom Group Inc. Common Stock,Communication Services
OMF,"OneMain Holdings, Inc. Common Stock",Financial Services
OMI,"Owens & Minor, Inc. Common Stock",Healthcare
ONIT,Onity Group Inc. Common Stock,Financial Services
ONL,Orion Properties Inc. Common Stock,Real Estate
ONON,On Holding AG Class A Ordinary Shares,Consumer Cyclical
ONTF,"ON24, Inc. Common Stock",Technology
ONTO,Onto Innovation Inc. Common Stock,Technology
OOMA,"Ooma, Inc. Common Stock",Technology
OPAD,Offerpad Solutions Inc. Class A Common Stock,Real Estate
OPFI,OppFi Inc. Class A Common Stock,Financial Services
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",Financial Services
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",Financial Services
OR,OR Royalties Inc. Common Shares,Basic Materials
ORA,"Ormat Technologies, Inc. Common Stock",Utilities
ORC,"Orchid Island Capital, Inc. Common Stock",Real Estate
ORCL,Oracle Corporation Common Stock,Technology
ORI,Old Republic International Corporation Common Stock,Financial Services
ORN,"Orion Group Holdings, Inc. Common",Industrials
OSCR,"Oscar Health, Inc. Class A Common Stock",Healthcare
OSK,Oshkosh Corporation (Holding Company)Common Stock,Industrials
OTIS,Otis Worldwide Corporation Common Stock ,Industrials
OUT,OUTFRONT Media Inc. Common Stock,Real Estate
OVV,Ovintiv Inc. (DE),Energy
OWL,Blue Owl Capital Inc. Class A Common Stock,Financial Services
OWLT,"Owlet, Inc. Class A Common Stock",Healthcare
OXM,"Oxford Industries, Inc. Common Stock",Consumer Cyclical
OXY,Occidental Petroleum Corporation Common Stock,Energy
PAAS,Pan American Silver Corp. Common Stock,Basic Materials
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",Industrials
PACK,Ranpak Holdings Corp Class A Common Stock,Consumer Cyclical
PACS,"PACS Group, Inc. Common Stock",Healthcare
PAG,"Penske Automotive Group, Inc. Common Stock",Consumer Cyclical
PAGS,PagSeguro Digital Ltd. Class A Common Shares,Technology
PAI,Western Asset Investment Grade Income Fund Inc.,Financial Services
PAM,Pampa Energia S.A.,Utilities
PAR,PAR Technology Corporation Common Stock,Technology
PARR,"Par Pacific Holdings, Inc.  Common Stock",Energy
PATH,"UiPath, Inc. Class A Common Stock",Technology
PAXS,PIMCO Access Income Fund Common Shares of Beneficial Interest,Financial Services
PAY,"Paymentus Holdings, Inc. Class A Common Stock",Technology
PAYC,"Paycom Software, Inc. Common Stock",Technology
PB,"Prosperity Bancshares, Inc. Common Stock",Financial Services
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Energy
PBF,PBF Energy Inc. Class A Common Stock,Energy
PBH,Prestige Consumer Healthcare Inc. Common Stock,Healthcare
PBI,Pitney Bowes Inc. Common Stock,Industrials
PBR,Petroleo Brasileiro S.A.,Energy
PBT,Permian Basin Royalty Trust Common Stock,Energy
PCF,High Income Securities Fund Common Stock,Financial Services
PCG,Pacific Gas & Electric Co. Common Stock,Utilities
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,Financial Services
PCM,"PCM Fund, Inc. Common Stock",Financial Services
PCN,Pimco Corporate & Income Strategy Fund Common Stock,Financial Services
PCOR,"Procore Technologies, Inc. Common Stock",Technology
PCQ,PIMCO California Municipal Income Fund Common Stock,Financial Services
PD,"PagerDuty, Inc. Common Stock",Technology
PDCC,Pearl Diver Credit Company Inc. Common Stock,Financial Services
PDI,PIMCO Dynamic Income Fund Common Stock,Financial Services
PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock",Real Estate
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,Financial Services
PDPA,Pearl Diver Credit Company Inc. 8.00% Series A Preferred Stock Due 2029,Financial Services
PDS,Precision Drilling Corporation Common Stock,Energy
PDT,John Hancock Premium Dividend Fund,Financial Services
PDX,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,Financial Services
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,Real Estate
PEG,Public Service Enterprise Group Incorporated Common Stock,Utilities
PEN,"Penumbra, Inc. Common Stock",Healthcare
PEO,"Adams Natural Resources Fund, Inc. Common Stock",Financial Services
PERF,Perfect Corp. Class A Ordinary Share,Technology
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,Financial Services
PFE,"Pfizer, Inc. Common Stock",Healthcare
PFGC,Performance Food Group Company Common Stock,Consumer Defensive
PFH,"Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060",Unknown
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,Financial Services
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,Financial Services
PFN,PIMCO Income Strategy Fund II,Financial Services
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,Financial Services
PFS,"Provident Financial Services, Inc Common Stock",Financial Services
PFSI,"PennyMac Financial Services, Inc. Common Stock",Financial Services
PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,Financial Services
PGR,Progressive Corporation (The) Common Stock,Financial Services
PGRE,"Paramount Group, Inc. Common Stock",Real Estate
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest,Financial Services
PH,Parker,Industrials
PHD,"Pioneer Floating Rate Fund, Inc.",Financial Services
PHG,Koninklijke Philips N.V. NY Registry Shares,Healthcare
PHI,PLDT Inc. Sponsored ADR,Communication Services
PHIN,PHINIA Inc. Common Stock,Consumer Cyclical
PHK,Pimco High Income Fund,Financial Services
PHM,"PulteGroup, Inc. Common Stock",Consumer Cyclical
PHR,"Phreesia, Inc. Common Stock",Healthcare
PHT,"Pioneer High Income Fund, Inc.",Financial Services
PHX,PHX Minerals Inc. Common Stock,Energy
PII,Polaris Inc. Common Stock,Consumer Cyclical
PIM,Putnam Master Intermediate Income Trust Common Stock,Financial Services
PINE,"Alpine Income Property Trust, Inc. Common Stock",Real Estate
PINS,"Pinterest, Inc. Class A Common Stock",Communication Services
PIPR,Piper Sandler Companies Common Stock,Financial Services
PJT,PJT Partners Inc. Class A Common Stock,Financial Services
PK,Park Hotels & Resorts Inc. Common Stock ,Real Estate
PKE,Park Aerospace Corp. Common Stock,Industrials
PKG,Packaging Corporation of America Common Stock,Consumer Cyclical
PKST,Peakstone Realty Trust Common Shares,Real Estate
PKX,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),Basic Materials
PL,Planet Labs PBC Class A Common Stock,Industrials
PLD,"Prologis, Inc. Common Stock",Real Estate
PLNT,"Planet Fitness, Inc. Common Stock",Consumer Cyclical
PLOW,"Douglas Dynamics, Inc. Common Stock",Consumer Cyclical
PLYM,"Plymouth Industrial REIT, Inc. Common Stock",Real Estate
PM,Philip Morris International Inc Common Stock,Consumer Defensive
PMF,PIMCO Municipal Income Fund Common Stock,Financial Services
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,Financial Services
PMM,Putnam Managed Municipal Income Trust Common Stock,Financial Services
PMO,Putnam Municipal Opportunities Trust Common Stock,Financial Services
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,Real Estate
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028,Unknown
PMTV,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 2030,Unknown
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,Financial Services
PNC,"PNC Financial Services Group, Inc. (The) Common Stock",Financial Services
PNF,PIMCO New York Municipal Income Fund Common Stock,Financial Services
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,Financial Services
PNNT,PennantPark Investment Corporation Common Stock,Financial Services
PNR,Pentair plc. Ordinary Share,Industrials
PNW,Pinnacle West Capital Corporation Common Stock,Utilities
POR,Portland General Electric Co Common Stock,Utilities
POST,"Post Holdings, Inc. Common Stock",Consumer Defensive
PPG,"PPG Industries, Inc. Common Stock",Basic Materials
PPL,PPL Corporation Common Stock,Utilities
PPT,Putnam Premier Income Trust Common Stock,Financial Services
PR,Permian Resources Corporation Class A Common Stock,Energy
PRA,ProAssurance Corporation Common Stock,Financial Services
PRCS,Parnassus Income Funds Parnassus Core Select ETF,Unknown
PRG,"PROG Holdings, Inc. Common Stock",Industrials
PRGO,Perrigo Company plc Ordinary Shares,Healthcare
PRH,"Prudential Financial, Inc. 5.950% Junior Subordinated Notes due 2062",Unknown
PRI,"Primerica, Inc. Common Stock",Financial Services
PRIM,Primoris Services Corporation Common Stock,Industrials
PRKS,United Parks & Resorts Inc. Common Stock,Consumer Cyclical
PRLB,"Proto Labs, Inc. Common stock",Industrials
PRM,"Perimeter Solutions, SA Common Stock",Basic Materials
PRMB,Primo Brands Corporation Class A Common Stock,Consumer Defensive
PRO,"PROS Holdings, Inc. Common Stock",Technology
PRS,"Prudential Financial, Inc. 5.625% Junior Subordinated Notes due 2058",Unknown
PRSU,"Pursuit Attractions and Hospitality, Inc. Common Stock",Consumer Cyclical
PRT,PermRock Royalty Trust Trust Units,Energy
PRU,"Prudential Financial, Inc. Common Stock",Financial Services
PRVS,Parnassus Income Funds Parnassus Value Select ETF,Unknown
PSA,Public Storage Common Stock,Real Estate
PSBD,Palmer Square Capital BDC Inc. Common Stock,Financial Services
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",Financial Services
PSFE,Paysafe Limited Common Shares,Technology
PSN,Parsons Corporation Common Stock,Technology
PSO,"Pearson, Plc Common Stock",Communication Services
PSQH,"PSQ Holdings, Inc. Class A Common Stock",Technology
PSTG,"Pure Storage, Inc. Class A Common Stock",Technology
PSTL,"Postal Realty Trust, Inc. Class A Common Stock",Real Estate
PSX,Phillips 66 Common Stock,Energy
PTA,Cohen & Steers Tax,Financial Services
PTY,Pimco Corporate & Income Opportunity Fund,Financial Services
PUK,Prudential Public Limited Company Common Stock,Financial Services
PUMP,ProPetro Holding Corp. Common Stock,Energy
PVH,PVH Corp. Common Stock,Consumer Cyclical
PVL,Permianville Royalty Trust Trust Units ,Energy
